Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,30.34808019139102,30.36983274479681,30.305029807231502,30.314667300723823,30.250000524509197,45910066
2010-01-04,30.272990923069703,30.415455805981374,30.08128478712833,30.24607363005697,30.30958290022856,35593049
2010-01-05,30.6051667301385,30.767227754170136,30.49039922755992,30.655747017692622,30.638104935308792,75292533
2010-01-06,31.629159799307832,31.24490087465774,31.19667544815193,31.61971272752775,31.59019663765892,32853298
2010-01-07,31.51066184039385,31.767194434949523,31.451543501103476,31.487721591413976,31.47968573170432,9227890
2010-01-08,31.356741909391037,31.67764214897542,31.317510234824624,31.356291725954392,31.40369219852396,53015598
2010-01-11,32.243814969231074,32.17131793575066,32.16869382136324,32.37864809899153,32.45014164495132,12814513
2010-01-12,32.90645601886371,32.84525791731855,32.323752750440654,32.89589542431469,32.900020855120026,64473936
2010-01-13,32.74936148365742,32.77389119528752,32.44528989446305,32.60476368910949,32.63730598769907,31164087
2010-01-14,32.953237974884544,32.92754380927912,32.73186507521037,32.97697543968563,32.97840017853803,97349884
2010-01-15,32.64151994486437,32.776268439001065,32.591235111611525,32.689085654185256,32.65516106907624,26468973
2010-01-18,32.42641447391446,32.20883280865691,32.37608544517894,32.40221080116452,32.45006056088469,98209586
2010-01-19,32.596035055991145,32.51173232753999,32.47074525518351,32.57567683392011,32.55541061017052,79909750
2010-01-20,31.44329503379184,31.78141712834915,31.448836701105403,31.368377378833067,31.41654448760901,90573937
2010-01-21,30.2436487165984,30.194056573586227,29.99872830030449,30.319829547138845,30.35920109891736,47231882
2010-01-22,30.03967322625337,30.317833091840463,30.041210546721825,29.995764500474525,30.01418298764294,34517578
2010-01-25,29.443713096020005,29.584693055514503,29.42527858165321,29.408965180439537,29.462753435362124,36058571
2010-01-26,29.60076541316835,29.42232915010109,29.567860964305,29.609181902074955,29.675279841839924,67194479
2010-01-27,29.11057195862064,29.29093409889896,28.996965993297405,29.090859872528267,29.085761892412684,29034424
2010-01-28,28.35311418818327,28.421574877362332,28.52812923361596,28.294797592185017,28.27191292631068,27273335
2010-01-29,29.201952200585964,29.22306304827364,29.1863618917393,29.151049992213427,29.096704568988585,41952791
2010-02-01,28.96793034266448,29.09057251977785,28.7416614459996,29.034227900806293,29.09940051697535,67803057
2010-02-02,29.1357600350316,29.2927326943651,29.08457061949228,29.08800734625719,29.075217872751757,80007476
2010-02-03,28.28132321214416,28.46683110760309,28.30289359226788,28.28498240754144,28.317086905076472,73696373
2010-02-04,27.99676871637447,28.24680530832943,27.8309457350376,27.992688535186108,27.97193880455838,20799523
2010-02-05,28.072998253251495,28.214862487538067,28.14175902046388,28.068888836054747,28.112066243329828,33401680
2010-02-08,27.435600177102835,27.329406295469123,27.405716283754103,27.44384542897224,27.42463151000036,69167810
2010-02-09,27.73067795998759,27.748202980932973,27.3256799142749,27.664662948173305,27.63169444001289,63696968
2010-02-10,27.343413664914944,27.832124883978302,27.30238451134208,27.34799231783441,27.34229008556247,68508857
2010-02-11,27.14166909314749,27.322010074480616,27.00548534032357,27.202509882901342,27.18804424914045,2704049
2010-02-12,26.869398913204872,27.271289679014902,26.860960535411,26.8905550590564,26.906589891269043,11879507
2010-02-15,27.929348821698422,28.20939942756224,27.977458691866094,27.919368950998027,27.917934037063528,7956530
2010-02-16,27.994530748106367,28.11260833856739,27.93792181844677,27.925792694408504,27.943321781352548,2707346
2010-02-17,27.38793812056289,27.51165511481341,27.53420260754,27.35492299598739,27.346962126000964,22570580
2010-02-18,27.775277881436025,27.85363392779936,27.667344139124623,27.82256579750437,27.8040608039118,13179151
2010-02-19,27.300388083405892,27.14551649724253,27.30377597460554,27.16503145063391,27.149179009996963,84107972
2010-02-22,27.30684382374293,27.39135894132084,27.334839839487746,27.29238729568196,27.348198557353783,85838078
2010-02-23,26.32358192740816,26.562981177204875,26.231958534522185,26.25652178648891,26.26243399197661,47453710
2010-02-24,25.57325956552799,25.57330559809883,25.59612899407873,25.58102040807969,25.530273746514897,10084953
2010-02-25,25.7222050713484,25.85268320013842,25.56901493928412,25.69478134890669,25.68141469205026,60342187
2010-02-26,26.13397467537688,26.324343903519136,26.00069679426098,26.090134191105165,26.092661438891017,51235992
2010-03-01,26.25669482768925,26.21607036336508,26.006813311207917,26.192801160648106,26.241137347561025,72007323
2010-03-02,26.20070658023085,26.22019367362388,26.153771995967617,26.145357531754797,26.17225322747419,79950944
2010-03-03,26.04677506356737,25.99240565440726,26.011018090621064,26.00137883139224,25.97741289675022,75549265
2010-03-04,25.240477485982545,25.21245522285273,25.31368784853209,25.256388377856588,25.31746731000464,2377189
2010-03-05,24.87936518648504,24.79397614071021,24.903153761896007,24.9078308156376,24.907054678542973,25314906
2010-03-08,24.708187939263443,24.671098119937508,24.59912089772488,24.691757147124008,24.72253122014429,70369265
2010-03-09,25.27910511870201,25.535648295175072,25.05534734032918,25.231971828518464,25.20282868665037,98179534
2010-03-10,25.40735853351553,25.36731293554856,25.38613325548313,25.418678543923946,25.35772040710986,35315212
2010-03-11,24.602641625841443,24.692168200034796,24.665551306249505,24.550285325820724,24.51570793087031,90187041
2010-03-12,24.79421573028273,24.80626012014066,24.813461644601876,24.72228727942487,24.641931601472425,11890082
2010-03-15,24.499944894582512,24.718827445564266,24.55936519833873,24.544885686238043,24.596726677334587,41947218
2010-03-16,24.18641782664604,24.418646475308584,24.088433345487108,24.22693595530624,24.23213343059241,61293912
2010-03-17,24.53051483044737,24.710745653999385,24.400039496273852,24.53740274222175,24.514714379547904,52391591
2010-03-18,25.07656668214761,25.19043816228738,24.90950119986373,25.0611436877703,25.07248696362217,24340363
